Problem,ProblemFamily,Dimension,Optimizer,MeanFinalValue,MeanFinalValueSuccess,MeanFinalValueFail,StdFinalValue,BestValue,WorstValue,MeanIterations,MeanFunctionEvals,MeanFunctionEvalsSuccess,MeanFunctionEvalsFail,MeanGradientEvals,MeanGradientEvalsSuccess,MeanGradientEvalsFail,MeanTime,SuccessRate,NumRuns
Levy_5D,Levy,5,Adam-Fast,1.683439e-1,NaN,1.683439e-1,8.127541e-3,1.523821e-1,1.813608e-1,17.1,37.3,NaN,37.3,36.3,NaN,36.3,0.001,0.000,40
Levy_5D,Levy,5,QQN-StrongWolfe,1.060470e-12,1.060470e-12,NaN,1.407779e-12,1.983539e-16,3.796871e-12,18.6,137.2,137.2,NaN,153.7,153.7,NaN,0.005,1.000,20
Levy_5D,Levy,5,GD-Momentum,1.882698e-1,NaN,1.882698e-1,3.213390e-2,1.312789e-1,2.611822e-1,23.9,26.9,NaN,26.9,49.7,NaN,49.7,0.001,0.000,20
Levy_5D,Levy,5,Trust Region-Standard,4.375299e0,NaN,4.375299e0,8.648766e0,1.898108e-2,2.783905e1,6.6,21.8,NaN,21.8,15.2,NaN,15.2,0.000,0.000,20
Levy_5D,Levy,5,GD,1.641113e-2,NaN,1.641113e-2,3.858802e-3,1.137071e-2,2.410039e-2,332.0,335.0,NaN,335.0,668.0,NaN,668.0,0.009,0.000,40
Levy_5D,Levy,5,QQN-Bisection-2,6.504844e-14,6.504844e-14,NaN,9.595414e-14,1.142177e-16,4.022475e-13,12.9,139.6,139.6,NaN,151.7,151.7,NaN,0.004,1.000,20
Levy_5D,Levy,5,QQN-Bisection-1,4.497728e-14,4.497728e-14,NaN,5.879620e-14,1.556702e-16,2.416225e-13,12.8,142.4,142.4,NaN,179.4,179.4,NaN,0.004,1.000,40
Levy_5D,Levy,5,Trust Region-Conservative,1.221809e0,NaN,1.221809e0,2.092944e-1,8.692471e-1,1.765712e0,199.0,602.0,NaN,602.0,402.0,NaN,402.0,0.004,0.000,20
Levy_10D,Levy,10,QQN-MoreThuente,9.016659e-14,9.016659e-14,NaN,1.223637e-13,1.258897e-16,4.401323e-13,14.1,214.1,214.1,NaN,219.2,219.2,NaN,0.005,1.000,20
Levy_10D,Levy,10,Adam-Fast,3.110489e-1,NaN,3.110489e-1,1.082758e-2,2.892634e-1,3.362830e-1,17.0,37.0,NaN,37.0,36.0,NaN,36.0,0.001,0.000,40
Levy_10D,Levy,10,QQN-Backtracking,1.960372e-12,1.960372e-12,NaN,1.495139e-12,2.928344e-16,3.959875e-12,28.1,194.4,194.4,NaN,165.6,165.6,NaN,0.008,1.000,20
Levy_10D,Levy,10,L-BFGS,3.059879e-3,9.866161e-6,4.367028e-3,1.084214e-2,7.675426e-13,4.899138e-2,72.1,460.7,415.0,480.3,295.9,293.7,296.9,0.011,0.300,20
Levy_10D,Levy,10,GD-Nesterov,1.763031e-1,NaN,1.763031e-1,2.399226e-2,1.453528e-1,2.189345e-1,25.6,28.6,NaN,28.6,53.1,NaN,53.1,0.001,0.000,20
Levy_10D,Levy,10,Adam-AMSGrad,3.869407e0,NaN,3.869407e0,4.114423e-1,2.857156e0,4.594024e0,249.0,502.0,NaN,502.0,502.0,NaN,502.0,0.014,0.000,20
Levy_10D,Levy,10,Trust Region-Adaptive,5.291625e0,NaN,5.291625e0,2.271627e1,3.136135e-2,1.043094e2,28.6,87.8,NaN,87.8,59.2,NaN,59.2,0.001,0.000,20
Levy_10D,Levy,10,QQN-GoldenSection,1.962014e-13,8.800576e-14,1.169962e-12,4.022944e-13,1.779068e-16,2.447755e-12,16.5,554.1,531.6,757.3,97.1,79.8,253.0,0.011,0.900,60
Levy_10D,Levy,10,GD,1.826824e-2,NaN,1.826824e-2,4.595828e-3,1.200311e-2,2.630572e-2,332.0,335.0,NaN,335.0,668.0,NaN,668.0,0.010,0.000,40
Levy_10D,Levy,10,L-BFGS-Conservative,1.849988e-8,NaN,1.849988e-8,2.696286e-8,2.374892e-11,1.170303e-7,110.0,557.5,NaN,557.5,446.0,NaN,446.0,0.015,0.000,20
Levy_10D,Levy,10,QQN-StrongWolfe,3.185974e-13,3.185974e-13,NaN,7.752022e-13,9.731108e-17,2.852453e-12,14.2,100.8,100.8,NaN,112.0,112.0,NaN,0.004,1.000,20
Levy_10D,Levy,10,GD-Momentum,2.527392e-1,NaN,2.527392e-1,2.483888e-2,2.173138e-1,3.144196e-1,25.0,28.0,NaN,28.0,52.0,NaN,52.0,0.001,0.000,20
Levy_10D,Levy,10,QQN-CubicQuadraticInterpolation,3.899317e-12,1.436915e-13,3.769994e-11,2.305785e-11,6.875757e-17,1.478797e-10,14.8,282.4,265.0,439.5,421.2,404.6,570.5,0.011,0.900,40
Levy_10D,Levy,10,GD-WeightDecay,2.188472e-3,NaN,2.188472e-3,3.333037e-4,1.742610e-3,2.777145e-3,332.0,335.0,NaN,335.0,668.0,NaN,668.0,0.012,0.000,20
Levy_10D,Levy,10,QQN-Bisection-1,6.745416e-14,6.745416e-14,NaN,9.331436e-14,6.483560e-17,4.235538e-13,13.2,147.8,147.8,NaN,185.5,185.5,NaN,0.004,1.000,40
Levy_10D,Levy,10,Adam-WeightDecay,5.545198e-1,NaN,5.545198e-1,9.875677e-2,3.788288e-1,7.833560e-1,249.0,502.0,NaN,502.0,502.0,NaN,502.0,0.013,0.000,20
Levy_10D,Levy,10,L-BFGS-Aggressive,8.205747e-1,1.368933e-12,8.871077e-1,1.053093e0,1.120201e-12,4.333733e0,81.7,725.6,465.3,746.7,249.7,229.0,251.3,0.011,0.075,40
Levy_10D,Levy,10,Adam,3.889219e0,NaN,3.889219e0,3.538755e-1,3.108723e0,4.514843e0,249.0,502.0,NaN,502.0,502.0,NaN,502.0,0.012,0.000,20
Levy_10D,Levy,10,Trust Region-Conservative,4.523623e0,NaN,4.523623e0,5.545737e-1,3.813763e0,5.901900e0,199.0,602.0,NaN,602.0,402.0,NaN,402.0,0.005,0.000,20
Levy_10D,Levy,10,QQN-Bisection-2,8.438360e-14,8.438360e-14,NaN,9.429147e-14,2.525438e-16,3.759907e-13,13.5,150.4,150.4,NaN,156.9,156.9,NaN,0.004,1.000,20
Levy_10D,Levy,10,Trust Region-Standard,1.015517e0,NaN,1.015517e0,1.545093e0,8.341691e-2,4.628890e0,8.5,27.5,NaN,27.5,19.0,NaN,19.0,0.000,0.000,20
Zakharov_2D,Zakharov,2,QQN-Bisection-1,1.272014e-14,1.272014e-14,NaN,2.190888e-14,4.019248e-23,8.105916e-14,6.5,124.2,124.2,NaN,170.2,170.2,NaN,0.003,1.000,40
Zakharov_2D,Zakharov,2,Trust Region-Conservative,7.076131e0,NaN,7.076131e0,2.965437e0,3.023731e0,1.380034e1,199.0,602.0,NaN,602.0,402.0,NaN,402.0,0.004,0.000,20
Zakharov_2D,Zakharov,2,L-BFGS,2.242142e-1,1.060861e-13,4.076621e-1,7.753228e-1,5.475165e-15,3.574974e0,37.0,271.4,268.8,273.5,149.2,159.0,141.1,0.005,0.450,20
Zakharov_2D,Zakharov,2,QQN-MoreThuente,1.146858e-14,1.146858e-14,NaN,3.491758e-14,5.366601e-19,1.514042e-13,8.0,78.1,78.1,NaN,82.6,82.6,NaN,0.002,1.000,20
Zakharov_2D,Zakharov,2,QQN-Backtracking,1.241205e-13,1.241205e-13,NaN,7.435375e-14,1.636446e-14,2.361904e-13,34.3,242.6,242.6,NaN,202.8,202.8,NaN,0.011,1.000,20
Zakharov_2D,Zakharov,2,GD-WeightDecay,1.058237e-1,3.638287e-10,1.322797e-1,6.013991e-2,3.445806e-10,1.783494e-1,44.4,47.1,150.8,21.2,90.7,299.5,38.5,0.001,0.200,20
Zakharov_2D,Zakharov,2,Adam-Fast,2.869369e-1,NaN,2.869369e-1,1.925934e-2,2.440292e-1,3.315369e-1,17.6,38.1,NaN,38.1,37.1,NaN,37.1,0.001,0.000,40
Zakharov_2D,Zakharov,2,Adam-WeightDecay,3.435877e-1,NaN,3.435877e-1,2.356522e-1,9.190885e-2,7.682321e-1,249.0,502.0,NaN,502.0,502.0,NaN,502.0,0.011,0.000,20
Zakharov_2D,Zakharov,2,QQN-CubicQuadraticInterpolation,3.276297e-14,3.276297e-14,NaN,5.799130e-14,1.708051e-19,2.067202e-13,9.3,137.4,137.4,NaN,182.6,182.6,NaN,0.004,1.000,40
Zakharov_2D,Zakharov,2,L-BFGS-Conservative,6.838880e-8,1.864790e-13,8.045738e-8,1.846188e-7,1.441292e-13,8.009366e-7,103.7,526.1,344.0,558.3,420.2,274.0,446.0,0.013,0.150,20
Zakharov_2D,Zakharov,2,GD,3.371096e-7,NaN,3.371096e-7,1.647700e-7,7.774084e-8,6.544726e-7,332.0,335.0,NaN,335.0,668.0,NaN,668.0,0.008,0.000,40
Zakharov_2D,Zakharov,2,Adam,5.083829e0,NaN,5.083829e0,1.281389e0,3.399200e0,7.825493e0,249.0,502.0,NaN,502.0,502.0,NaN,502.0,0.010,0.000,20
Zakharov_2D,Zakharov,2,QQN-Bisection-2,1.891363e-14,1.891363e-14,NaN,2.439230e-14,1.763367e-16,1.018405e-13,6.0,85.0,85.0,NaN,91.0,91.0,NaN,0.002,1.000,20
Zakharov_2D,Zakharov,2,Adam-AMSGrad,4.571816e0,NaN,4.571816e0,1.484493e0,2.198395e0,7.060791e0,249.0,502.0,NaN,502.0,502.0,NaN,502.0,0.011,0.000,20
Zakharov_2D,Zakharov,2,Trust Region-Adaptive,2.748858e-1,NaN,2.748858e-1,4.683092e-1,2.984440e-2,1.702587e0,42.0,128.0,NaN,128.0,86.0,NaN,86.0,0.001,0.000,20
Zakharov_2D,Zakharov,2,Trust Region-Standard,1.797118e2,NaN,1.797118e2,7.711918e2,1.193754e-1,3.541200e3,12.3,39.0,NaN,39.0,26.6,NaN,26.6,0.000,0.000,20
Zakharov_2D,Zakharov,2,QQN-StrongWolfe,7.538305e-14,7.538305e-14,NaN,5.731641e-14,1.767210e-14,2.394680e-13,17.7,141.6,141.6,NaN,152.0,152.0,NaN,0.005,1.000,20
Zakharov_2D,Zakharov,2,L-BFGS-Aggressive,7.450268e0,3.692893e-14,9.030628e0,5.928451e0,1.786399e-14,1.515157e1,65.9,660.5,133.4,772.3,202.0,52.4,233.7,0.005,0.175,40
Zakharov_2D,Zakharov,2,GD-Nesterov,5.715541e-1,NaN,5.715541e-1,5.784280e-2,5.033856e-1,6.893820e-1,13.8,16.8,NaN,16.8,29.5,NaN,29.5,0.000,0.000,20
Zakharov_2D,Zakharov,2,GD-Momentum,1.118620e0,NaN,1.118620e0,1.335616e-1,8.703871e-1,1.298983e0,14.2,17.1,NaN,17.1,30.3,NaN,30.3,0.000,0.000,20
Zakharov_2D,Zakharov,2,QQN-GoldenSection,2.470617e-16,2.470617e-16,NaN,8.066142e-16,6.863857e-23,5.582950e-15,5.0,185.8,185.8,NaN,27.0,27.0,NaN,0.003,1.000,60
Zakharov_5D,Zakharov,5,Adam-AMSGrad,9.056990e2,NaN,9.056990e2,2.000778e2,6.362630e2,1.449400e3,249.0,502.0,NaN,502.0,502.0,NaN,502.0,0.012,0.000,20
Zakharov_5D,Zakharov,5,Trust Region-Standard,3.366004e3,NaN,3.366004e3,1.084056e3,1.457599e3,5.598879e3,199.0,602.0,NaN,602.0,402.0,NaN,402.0,0.004,0.000,20
Zakharov_5D,Zakharov,5,GD,2.820246e-6,NaN,2.820246e-6,6.733021e-7,1.612834e-6,4.383006e-6,332.0,335.0,NaN,335.0,668.0,NaN,668.0,0.008,0.000,40
Zakharov_5D,Zakharov,5,QQN-MoreThuente,1.233477e0,2.162076e-16,1.298397e0,3.552389e-1,2.162076e-16,1.728106e0,45.4,470.4,194.0,485.0,513.5,199.0,530.0,0.011,0.050,20
Zakharov_5D,Zakharov,5,Adam-Fast,9.584234e0,NaN,9.584234e0,1.056222e0,7.925927e0,1.168471e1,15.9,34.9,NaN,34.9,33.9,NaN,33.9,0.001,0.000,40
Zakharov_5D,Zakharov,5,L-BFGS-Conservative,4.290042e-9,1.035606e-13,4.515828e-9,8.168584e-9,1.035606e-13,3.134715e-8,104.7,575.5,524.0,578.2,424.7,378.0,427.2,0.014,0.050,20
Zakharov_5D,Zakharov,5,QQN-CubicQuadraticInterpolation,3.468619e-1,NaN,3.468619e-1,1.720332e-1,1.298438e-3,7.319382e-1,12.1,398.6,NaN,398.6,662.5,NaN,662.5,0.015,0.000,40
Zakharov_5D,Zakharov,5,Trust Region-Adaptive,3.257041e3,NaN,3.257041e3,6.839457e2,2.406344e3,5.008436e3,199.0,602.0,NaN,602.0,402.0,NaN,402.0,0.004,0.000,20
Zakharov_5D,Zakharov,5,QQN-GoldenSection,1.783490e-14,1.783490e-14,NaN,5.828558e-14,1.436306e-33,2.322032e-13,4.9,182.9,182.9,NaN,26.3,26.3,NaN,0.003,1.000,60
Zakharov_5D,Zakharov,5,QQN-Bisection-2,1.348856e-14,1.348856e-14,NaN,3.759629e-14,1.558409e-21,1.419308e-13,8.8,114.8,114.8,NaN,116.6,116.6,NaN,0.003,1.000,20
Zakharov_5D,Zakharov,5,L-BFGS-Aggressive,1.661594e3,NaN,1.661594e3,1.671459e3,2.838012e1,4.688113e3,96.8,709.0,NaN,709.0,295.4,NaN,295.4,0.010,0.000,40
Zakharov_5D,Zakharov,5,QQN-Backtracking,2.343210e-10,1.084073e-15,2.343200e-9,8.685416e-10,3.507080e-20,3.956309e-9,19.8,166.9,120.9,581.5,116.8,82.7,424.0,0.005,0.900,20
Zakharov_5D,Zakharov,5,GD-Nesterov,4.947256e0,NaN,4.947256e0,2.569465e0,1.525149e0,1.089579e1,15.0,18.0,NaN,18.0,32.0,NaN,32.0,0.001,0.000,20
Zakharov_5D,Zakharov,5,L-BFGS,1.415120e2,NaN,1.415120e2,3.455335e2,6.160237e-13,1.352375e3,20.6,178.0,NaN,178.0,78.5,NaN,78.5,0.003,0.000,20
Zakharov_5D,Zakharov,5,QQN-Bisection-1,5.721109e-16,5.721109e-16,NaN,1.618024e-15,3.122611e-25,7.802389e-15,6.9,135.1,135.1,NaN,170.2,170.2,NaN,0.003,1.000,40
Zakharov_5D,Zakharov,5,Adam,1.216659e3,NaN,1.216659e3,3.834065e2,6.787397e2,1.852754e3,249.0,502.0,NaN,502.0,502.0,NaN,502.0,0.010,0.000,20
Zakharov_5D,Zakharov,5,Adam-WeightDecay,2.396593e1,NaN,2.396593e1,2.015144e1,2.521862e0,7.853660e1,249.0,502.0,NaN,502.0,502.0,NaN,502.0,0.011,0.000,20
Zakharov_5D,Zakharov,5,QQN-StrongWolfe,2.011852e-15,2.011852e-15,NaN,3.023468e-15,5.433132e-19,8.861149e-15,13.1,113.2,113.2,NaN,105.1,105.1,NaN,0.003,1.000,20
Zakharov_5D,Zakharov,5,GD-Momentum,5.657949e1,NaN,5.657949e1,1.881877e1,3.299205e1,9.447255e1,15.8,18.9,NaN,18.9,33.7,NaN,33.7,0.001,0.000,20
Zakharov_5D,Zakharov,5,GD-WeightDecay,6.611618e-1,3.772868e-10,1.101936e0,5.820358e-1,3.470063e-10,1.527847e0,77.2,79.8,168.4,20.8,156.4,334.8,37.5,0.003,0.400,20
Zakharov_5D,Zakharov,5,Trust Region-Conservative,3.609797e3,NaN,3.609797e3,9.010035e2,2.272677e3,5.301326e3,199.0,602.0,NaN,602.0,402.0,NaN,402.0,0.004,0.000,20
Zakharov_10D,Zakharov,10,QQN-GoldenSection,8.879279e-17,8.879279e-17,NaN,3.355291e-16,3.636143e-31,2.033115e-15,7.2,281.6,281.6,NaN,40.2,40.2,NaN,0.004,1.000,60
Zakharov_10D,Zakharov,10,Trust Region-Conservative,5.957427e5,NaN,5.957427e5,7.699494e4,4.018630e5,7.101357e5,199.0,602.0,NaN,602.0,402.0,NaN,402.0,0.004,0.000,20
Zakharov_10D,Zakharov,10,QQN-StrongWolfe,3.269435e-16,3.269435e-16,NaN,4.066952e-16,9.272525e-18,1.522924e-15,17.6,160.6,160.6,NaN,140.1,140.1,NaN,0.005,1.000,20
Zakharov_10D,Zakharov,10,GD-Nesterov,7.348411e2,NaN,7.348411e2,6.320084e2,4.443926e1,1.832293e3,17.3,20.3,NaN,20.3,36.6,NaN,36.6,0.001,0.000,20
Zakharov_10D,Zakharov,10,Adam,1.930460e5,NaN,1.930460e5,5.188419e4,1.065761e5,3.187797e5,249.0,502.0,NaN,502.0,502.0,NaN,502.0,0.011,0.000,20
Zakharov_10D,Zakharov,10,QQN-Bisection-1,6.421655e-2,6.809571e-16,4.281103e-1,1.582920e-1,1.741893e-30,5.608614e-1,10.0,228.2,175.5,527.2,245.0,195.1,527.7,0.005,0.850,40
Zakharov_10D,Zakharov,10,L-BFGS,1.410178e4,NaN,1.410178e4,4.627919e3,7.777971e3,2.193597e4,62.4,634.2,NaN,634.2,191.6,NaN,191.6,0.011,0.000,20
Zakharov_10D,Zakharov,10,QQN-Bisection-2,4.564817e-16,4.564817e-16,NaN,6.677330e-16,2.417899e-18,2.682992e-15,16.3,183.3,183.3,NaN,182.7,182.7,NaN,0.005,1.000,20
Zakharov_10D,Zakharov,10,QQN-Backtracking,2.600258e-16,2.600258e-16,NaN,4.256551e-16,4.663908e-19,1.374771e-15,15.6,150.2,150.2,NaN,90.3,90.3,NaN,0.004,1.000,20
Zakharov_10D,Zakharov,10,L-BFGS-Aggressive,3.434332e5,NaN,3.434332e5,3.204885e5,8.079034e-3,7.898252e5,75.5,726.1,NaN,726.1,230.9,NaN,230.9,0.009,0.000,40
Zakharov_10D,Zakharov,10,Adam-WeightDecay,3.310363e3,NaN,3.310363e3,1.856952e3,8.144379e2,7.109978e3,249.0,502.0,NaN,502.0,502.0,NaN,502.0,0.012,0.000,20
Zakharov_10D,Zakharov,10,Trust Region-Adaptive,5.790453e5,NaN,5.790453e5,7.747472e4,4.664343e5,7.266402e5,199.0,602.0,NaN,602.0,402.0,NaN,402.0,0.004,0.000,20
Zakharov_10D,Zakharov,10,Trust Region-Standard,5.907127e5,NaN,5.907127e5,1.013900e5,4.608004e5,8.481741e5,199.0,602.0,NaN,602.0,402.0,NaN,402.0,0.004,0.000,20
Zakharov_10D,Zakharov,10,GD-Momentum,5.479521e3,NaN,5.479521e3,2.590367e3,1.930079e3,9.558632e3,18.1,21.1,NaN,21.1,38.1,NaN,38.1,0.001,0.000,20
Zakharov_10D,Zakharov,10,GD-WeightDecay,1.621246e1,3.766019e-10,2.702077e1,1.885771e1,3.488605e-10,5.602486e1,87.0,89.5,187.6,24.2,175.9,373.2,44.3,0.003,0.400,20
Zakharov_10D,Zakharov,10,Adam-Fast,1.213130e3,NaN,1.213130e3,5.687501e2,3.559033e2,2.229619e3,16.0,35.0,NaN,35.0,34.0,NaN,34.0,0.001,0.000,40
Zakharov_10D,Zakharov,10,QQN-CubicQuadraticInterpolation,2.832787e0,NaN,2.832787e0,5.529579e-1,2.208067e0,5.017492e0,12.0,401.9,NaN,401.9,669.9,NaN,669.9,0.016,0.000,40
Zakharov_10D,Zakharov,10,L-BFGS-Conservative,2.351720e24,NaN,2.351720e24,7.321246e24,3.288265e-10,3.327490e25,28.4,187.9,NaN,187.9,111.7,NaN,111.7,0.004,0.000,20
Zakharov_10D,Zakharov,10,GD,2.450023e-1,NaN,2.450023e-1,1.500657e-1,7.028258e-6,7.599735e-1,325.1,328.1,NaN,328.1,654.1,NaN,654.1,0.009,0.000,40
Zakharov_10D,Zakharov,10,QQN-MoreThuente,3.982101e4,NaN,3.982101e4,3.245669e4,2.122145e3,1.209767e5,46.4,482.2,NaN,482.2,526.6,NaN,526.6,0.011,0.000,20
Zakharov_10D,Zakharov,10,Adam-AMSGrad,1.788397e5,NaN,1.788397e5,3.203861e4,1.269018e5,2.343395e5,249.0,502.0,NaN,502.0,502.0,NaN,502.0,0.012,0.000,20
IllConditionedRosenbrock_2D_alpha100,IllConditionedRosenbrock,2,QQN-GoldenSection,9.513196e-1,2.891562e-16,1.019271e0,1.097242e0,2.252168e-19,2.798257e0,18.4,886.4,647.5,903.5,116.5,87.0,118.6,0.015,0.067,60
IllConditionedRosenbrock_2D_alpha100,IllConditionedRosenbrock,2,QQN-Bisection-1,1.890766e0,2.809731e-16,2.100851e0,1.515115e0,2.812933e-17,3.966504e0,15.9,477.5,357.5,490.9,526.1,374.2,543.0,0.010,0.100,40
IllConditionedRosenbrock_2D_alpha100,IllConditionedRosenbrock,2,Adam-WeightDecay,4.219228e0,NaN,4.219228e0,4.466030e-1,2.474767e0,4.733895e0,64.2,131.6,NaN,131.6,130.6,NaN,130.6,0.003,0.000,20
IllConditionedRosenbrock_2D_alpha100,IllConditionedRosenbrock,2,Trust Region-Conservative,2.583716e1,NaN,2.583716e1,3.017878e1,2.643763e0,1.078215e2,199.0,602.0,NaN,602.0,402.0,NaN,402.0,0.004,0.000,20
IllConditionedRosenbrock_2D_alpha100,IllConditionedRosenbrock,2,L-BFGS-Aggressive,3.156182e1,NaN,3.156182e1,3.646354e1,4.325601e0,1.897707e2,74.6,755.3,NaN,755.3,228.7,NaN,228.7,0.007,0.000,40
IllConditionedRosenbrock_2D_alpha100,IllConditionedRosenbrock,2,QQN-CubicQuadraticInterpolation,1.352079e0,NaN,1.352079e0,1.423244e0,1.663568e-5,3.826913e0,13.7,398.1,NaN,398.1,651.1,NaN,651.1,0.014,0.000,40
IllConditionedRosenbrock_2D_alpha100,IllConditionedRosenbrock,2,Adam-AMSGrad,4.377530e0,NaN,4.377530e0,6.465584e-1,3.630242e0,6.981201e0,160.6,324.4,NaN,324.4,323.6,NaN,323.6,0.007,0.000,20
IllConditionedRosenbrock_2D_alpha100,IllConditionedRosenbrock,2,GD,1.781634e0,NaN,1.781634e0,2.141832e0,7.485329e-1,7.784195e0,267.2,270.2,NaN,270.2,538.0,NaN,538.0,0.007,0.000,40
IllConditionedRosenbrock_2D_alpha100,IllConditionedRosenbrock,2,QQN-MoreThuente,8.378713e0,NaN,8.378713e0,1.095966e1,1.116208e0,5.101179e1,42.0,464.0,NaN,464.0,510.6,NaN,510.6,0.010,0.000,20
IllConditionedRosenbrock_2D_alpha100,IllConditionedRosenbrock,2,Trust Region-Adaptive,8.081879e0,NaN,8.081879e0,1.019093e1,3.885109e0,3.809916e1,88.5,268.1,NaN,268.1,179.4,NaN,179.4,0.002,0.000,20
IllConditionedRosenbrock_2D_alpha100,IllConditionedRosenbrock,2,GD-Nesterov,1.364708e0,NaN,1.364708e0,1.793904e0,8.195150e-2,5.877431e0,49.4,52.4,NaN,52.4,100.7,NaN,100.7,0.002,0.000,20
IllConditionedRosenbrock_2D_alpha100,IllConditionedRosenbrock,2,Adam-Fast,2.470822e0,NaN,2.470822e0,2.910978e0,2.258709e-5,1.110919e1,122.7,248.7,NaN,248.7,247.9,NaN,247.9,0.005,0.000,40
IllConditionedRosenbrock_2D_alpha100,IllConditionedRosenbrock,2,L-BFGS,1.291323e2,NaN,1.291323e2,1.773505e2,3.348205e-1,6.149393e2,11.9,108.0,NaN,108.0,39.3,NaN,39.3,0.002,0.000,20
IllConditionedRosenbrock_2D_alpha100,IllConditionedRosenbrock,2,GD-WeightDecay,2.759202e0,NaN,2.759202e0,3.016486e0,2.569680e-2,7.298627e0,80.7,83.7,NaN,83.7,163.4,NaN,163.4,0.002,0.000,20
IllConditionedRosenbrock_2D_alpha100,IllConditionedRosenbrock,2,QQN-StrongWolfe,3.190594e-1,1.460578e-14,4.557992e-1,7.801940e-1,3.067260e-19,3.396614e0,26.4,480.2,211.7,595.4,366.3,206.5,434.8,0.014,0.300,20
IllConditionedRosenbrock_2D_alpha100,IllConditionedRosenbrock,2,L-BFGS-Conservative,1.316609e0,NaN,1.316609e0,1.784034e0,1.767286e-8,3.992421e0,81.7,672.2,NaN,672.2,335.9,NaN,335.9,0.011,0.000,20
IllConditionedRosenbrock_2D_alpha100,IllConditionedRosenbrock,2,Trust Region-Standard,4.205257e0,NaN,4.205257e0,1.956331e-1,3.899478e0,4.598727e0,34.2,104.8,NaN,104.8,70.5,NaN,70.5,0.001,0.000,20
IllConditionedRosenbrock_2D_alpha100,IllConditionedRosenbrock,2,GD-Momentum,5.402972e0,NaN,5.402972e0,3.066711e0,1.408840e-1,1.209636e1,25.4,28.4,NaN,28.4,52.8,NaN,52.8,0.001,0.000,20
IllConditionedRosenbrock_2D_alpha100,IllConditionedRosenbrock,2,QQN-Bisection-2,1.040808e-1,NaN,1.040808e-1,1.133107e-1,1.320262e-2,5.099847e-1,10.0,154.0,NaN,154.0,137.7,NaN,137.7,0.004,0.000,20
IllConditionedRosenbrock_2D_alpha100,IllConditionedRosenbrock,2,Adam,4.073475e0,NaN,4.073475e0,3.105289e-1,3.643983e0,4.903697e0,249.0,502.0,NaN,502.0,502.0,NaN,502.0,0.010,0.000,20
IllConditionedRosenbrock_2D_alpha100,IllConditionedRosenbrock,2,QQN-Backtracking,4.637709e-1,NaN,4.637709e-1,9.119522e-1,3.114523e-5,3.186577e0,47.6,720.2,NaN,720.2,292.9,NaN,292.9,0.020,0.000,20
IllConditionedRosenbrock_5D_alpha100,IllConditionedRosenbrock,5,QQN-MoreThuente,1.501969e2,NaN,1.501969e2,6.219442e1,3.014431e1,3.163885e2,47.0,484.2,NaN,484.2,529.2,NaN,529.2,0.011,0.000,20
IllConditionedRosenbrock_5D_alpha100,IllConditionedRosenbrock,5,L-BFGS,2.639873e2,NaN,2.639873e2,3.807865e2,1.743922e1,1.530889e3,13.7,134.7,NaN,134.7,43.0,NaN,43.0,0.002,0.000,20
IllConditionedRosenbrock_5D_alpha100,IllConditionedRosenbrock,5,GD-Nesterov,2.891635e0,NaN,2.891635e0,3.856722e0,3.514644e-1,1.219986e1,202.0,205.0,NaN,205.0,407.1,NaN,407.1,0.006,0.000,20
IllConditionedRosenbrock_5D_alpha100,IllConditionedRosenbrock,5,GD-WeightDecay,7.740018e-1,NaN,7.740018e-1,4.957671e-1,1.464424e-1,2.320283e0,100.7,103.7,NaN,103.7,203.6,NaN,203.6,0.003,0.000,20
IllConditionedRosenbrock_5D_alpha100,IllConditionedRosenbrock,5,QQN-CubicQuadraticInterpolation,3.514195e0,NaN,3.514195e0,4.097881e-1,2.706325e0,4.323808e0,13.1,392.2,NaN,392.2,643.6,NaN,643.6,0.015,0.000,40
IllConditionedRosenbrock_5D_alpha100,IllConditionedRosenbrock,5,QQN-Bisection-1,2.428274e0,3.883549e-17,2.490538e0,1.426628e0,3.883549e-17,4.568848e0,19.4,469.1,478.0,468.8,571.2,519.0,572.6,0.012,0.025,40
IllConditionedRosenbrock_5D_alpha100,IllConditionedRosenbrock,5,Adam-WeightDecay,5.815063e1,NaN,5.815063e1,1.819720e1,2.433331e1,9.265632e1,249.0,502.0,NaN,502.0,502.0,NaN,502.0,0.011,0.000,20
IllConditionedRosenbrock_5D_alpha100,IllConditionedRosenbrock,5,GD-Momentum,3.629830e1,NaN,3.629830e1,7.514656e0,2.313198e1,5.348986e1,17.8,20.8,NaN,20.8,37.5,NaN,37.5,0.001,0.000,20
IllConditionedRosenbrock_5D_alpha100,IllConditionedRosenbrock,5,QQN-StrongWolfe,1.018880e0,2.412690e-16,1.567508e0,1.371716e0,9.686168e-18,3.662532e0,34.0,509.9,386.0,576.6,418.8,359.4,450.8,0.016,0.350,20
IllConditionedRosenbrock_5D_alpha100,IllConditionedRosenbrock,5,L-BFGS-Conservative,4.066747e0,NaN,4.066747e0,8.651173e-1,1.678618e0,5.245668e0,67.8,734.6,NaN,734.6,279.1,NaN,279.1,0.010,0.000,20
IllConditionedRosenbrock_5D_alpha100,IllConditionedRosenbrock,5,GD,5.032658e0,NaN,5.032658e0,2.047229e-1,4.747821e0,5.745814e0,29.7,32.7,NaN,32.7,61.4,NaN,61.4,0.001,0.000,40
